group,econ_ss_zscore,crime_vic
lpv,-0.110495558,1
lpv,-0.110495558,0
lpv,-0.110495558,0
lpv,-0.110495558,0
lpv,3.81039962,0
lpv,-5.897213916,1
lpv,-1.043407026,0
lpv,-1.043407026,1
lpv,-1.043407026,1
lpv,-1.043407026,1
lpv,-1.043407026,0
lpv,-1.043407026,1
lpv,-1.043407026,0
lpv,-1.043407026,1
lpv,-1.043407026,1
lpv,-1.043407026,0
lpv,-1.043407026,0
lpv,-1.043407026,0
lpv,-1.043407026,0
lpv,-1.043407026,0
lpv,-1.043407026,0
lpv,-1.043407026,0
lpv,-1.043407026,0
lpv,5.591095018,0
lpv,-5.18988913,1
lpv,0.200603055,0
lpv,0.200603055,1
lpv,0.200603055,1
lpv,0.200603055,0
lpv,0.200603055,0
lpv,0.200603055,0
lpv,0.200603055,0
lpv,0.200603055,0
lpv,0.200603055,1
lpv,0.200603055,0
lpv,0.200603055,0
lpv,0.200603055,1
lpv,0.200603055,1
lpv,0.200603055,1
lpv,0.200603055,1
lpv,0.200603055,0
lpv,0.200603055,0
lpv,0.200603055,1
sec8,2.722056324,1
sec8,-2.574719878,1
sec8,0.073668249,0
sec8,0.073668249,0
sec8,0.073668249,0
sec8,0.073668249,1
sec8,0.073668249,0
sec8,0.073668249,1
sec8,0.073668249,1
sec8,0.073668249,0
sec8,0.073668249,0
sec8,0.073668249,1
sec8,0.073668249,0
sec8,0.073668249,0
sec8,0.073668249,1
sec8,0.073668249,1
sec8,0.073668249,0
sec8,2.600089695,0
sec8,-2.135309797,0
sec8,0.232389949,1
sec8,0.232389949,0
sec8,0.232389949,0
sec8,0.232389949,1
sec8,0.232389949,0
sec8,0.232389949,0
sec8,0.232389949,0
sec8,0.232389949,0
sec8,0.232389949,1
sec8,0.232389949,0
sec8,0.232389949,0
sec8,0.232389949,0
sec8,0.232389949,1
sec8,2.47106298,0
sec8,-2.3034776,0
sec8,0.083792624,1
sec8,0.083792624,0
sec8,0.083792624,0
sec8,0.083792624,1
sec8,0.083792624,0
sec8,0.083792624,0
sec8,0.083792624,1
sec8,0.083792624,0
sec8,0.083792624,1
sec8,0.083792624,1
sec8,0.083792624,0
sec8,0.083792624,1
sec8,0.083792624,0
sec8,0.083792624,1
sec8,0.083792624,0
sec8,0.083792624,0
sec8,0.083792624,0
sec8,0.083792624,0
sec8,7.719537861,1
sec8,-6.941762669,1
sec8,0.388887769,0
sec8,0.388887769,1
sec8,0.388887769,0
sec8,0.388887769,0
sec8,0.388887769,1
sec8,0.388887769,1
sec8,0.388887769,1
sec8,0.388887769,1
sec8,0.388887769,1
sec8,0.388887769,1
sec8,0.388887769,1
sec8,0.388887769,1
sec8,0.388887769,0
sec8,0.388887769,0
sec8,0.388887769,1
sec8,0.388887769,0
sec8,0.388887769,1
sec8,0.388887769,1
sec8,0.388887769,1
sec8,0.388887769,0
sec8,0.388887769,0
sec8,0.388887769,0
sec8,0.388887769,0
sec8,0.388887769,0
sec8,0.388887769,0
sec8,7.856462418,0
sec8,-9.515303914,0
sec8,-0.829420835,0
sec8,-0.829420835,0
sec8,-0.829420835,0
sec8,-0.829420835,0
sec8,-0.829420835,1
sec8,-0.829420835,0
sec8,-0.829420835,0
sec8,-0.829420835,1
sec8,-0.829420835,1
sec8,-0.829420835,1
sec8,-0.829420835,1
sec8,-0.829420835,1
sec8,-0.829420835,0
sec8,-0.829420835,0
lpv,2.401860281,1
lpv,-3.327260562,1
lpv,-0.462700141,1
lpv,-0.462700141,1
lpv,-0.462700141,0
lpv,-0.462700141,1
lpv,-0.462700141,0
lpv,-0.462700141,0
lpv,-0.462700141,1
lpv,-0.462700141,1
lpv,-0.462700141,1
lpv,-0.462700141,1
lpv,-0.462700141,0
lpv,-0.462700141,0
lpv,-0.462700141,0
lpv,-0.462700141,1
lpv,-0.462700141,1
lpv,-0.462700141,0
lpv,2.47625032,0
lpv,-2.643613992,0
lpv,-0.083681883,0
lpv,-0.083681883,1
lpv,-0.083681883,0
lpv,-0.083681883,1
lpv,-0.083681883,1
lpv,-0.083681883,0
lpv,-0.083681883,0
lpv,-0.083681883,0
lpv,-0.083681883,1
lpv,-0.083681883,1
lpv,-0.083681883,1
lpv,-0.083681883,0
lpv,-0.083681883,0
lpv,-0.083681883,0
lpv,2.73786345,1
lpv,-2.64166009,0
lpv,0.048101686,0
lpv,0.048101686,0
lpv,0.048101686,0
lpv,0.048101686,0
lpv,0.048101686,0
lpv,0.048101686,0
lpv,0.048101686,1
lpv,0.048101686,1
lpv,0.048101686,0
lpv,0.048101686,1
lpv,0.048101686,0
lpv,0.048101686,0
lpv,0.048101686,1
lpv,0.048101686,0
lpv,0.048101686,1
lpv,0.048101686,0
lpv,0.048101686,0
lpv,0.048101686,0
lpv,2.293694281,0
lpv,-2.368702478,1
lpv,-0.037504005,0
lpv,-0.037504005,0
lpv,-0.037504005,1
lpv,-0.037504005,1
lpv,-0.037504005,1
lpv,-0.037504005,1
lpv,-0.037504005,0
lpv,-0.037504005,0
lpv,-0.037504005,0
lpv,-0.037504005,1
lpv,-0.037504005,0
lpv,-0.037504005,0
lpv,-0.037504005,1
lpv,-0.037504005,1
lpv,-0.037504005,1
lpv,-0.037504005,1
lpv,1.954282718,1
lpv,-2.779336865,0
lpv,-0.412527121,1
lpv,-0.412527121,0
lpv,-0.412527121,1
lpv,-0.412527121,1
lpv,-0.412527121,1
lpv,-0.412527121,1
lpv,-0.412527121,1
lpv,-0.412527121,0
lpv,-0.412527121,1
lpv,-0.412527121,1
lpv,-0.412527121,1
lpv,-0.412527121,0
lpv,-0.412527121,1
lpv,-0.412527121,1
lpv,-0.412527121,1
lpv,-0.412527121,0
lpv,-0.412527121,0
lpv,-0.412527121,1
lpv,-0.412527121,1
lpv,2.654372708,0
lpv,-2.484410161,1
lpv,0.084981185,1
lpv,0.084981185,0
lpv,0.084981185,1
lpv,0.084981185,1
lpv,0.084981185,0
lpv,0.084981185,0
lpv,0.084981185,0
lpv,0.084981185,1
lpv,0.084981185,0
lpv,0.084981185,0
lpv,0.084981185,1
lpv,0.084981185,1
lpv,0.084981185,0
lpv,0.084981185,1
lpv,0.084981185,1
lpv,0.084981185,0
lpv,0.084981185,0
lpv,0.084981185,1
lpv,0.084981185,0
lpv,0.084981185,1
lpv,2.482006938,0
lpv,-2.445153025,0
lpv,0.018426999,0
lpv,0.018426999,1
lpv,0.018426999,1
lpv,0.018426999,1
lpv,0.018426999,0
lpv,0.018426999,0
lpv,0.018426999,1
lpv,0.018426999,1
lpv,0.018426999,1
lpv,0.018426999,1
lpv,0.018426999,0
lpv,0.018426999,0
lpv,0.018426999,0
lpv,0.018426999,0
lpv,0.018426999,1
lpv,0.018426999,0
lpv,0.018426999,0
lpv,0.018426999,1
lpv,0.018426999,0
lpv,2.104837134,0
lpv,-2.021197319,0
lpv,0.041820001,0
lpv,0.041820001,0
lpv,0.041820001,0
lpv,0.041820001,0
lpv,0.041820001,0
lpv,0.041820001,1
lpv,0.041820001,1
lpv,0.041820001,1
lpv,0.041820001,1
lpv,0.041820001,0
lpv,0.041820001,1
lpv,0.041820001,1
lpv,0.041820001,0
lpv,0.041820001,1
lpv,0.041820001,0
lpv,0.041820001,1
lpv,2.389392953,0
lpv,-2.033564484,0
lpv,0.177914223,0
lpv,0.177914223,0
lpv,0.177914223,1
lpv,0.177914223,0
lpv,0.177914223,1
lpv,0.177914223,0
lpv,0.177914223,0
lpv,0.177914223,1
lpv,0.177914223,1
lpv,0.177914223,0
lpv,0.177914223,1
lpv,0.177914223,1
lpv,0.177914223,1
lpv,0.177914223,0
lpv,0.177914223,1
lpv,2.459478348,1
lpv,-2.435671553,1
lpv,0.011903489,0
lpv,0.011903489,0
lpv,0.011903489,0
lpv,0.011903489,1
lpv,0.011903489,1
lpv,0.011903489,0
lpv,0.011903489,0
lpv,0.011903489,1
lpv,0.011903489,1
lpv,0.011903489,0
lpv,0.011903489,0
lpv,0.011903489,1
lpv,0.011903489,0
lpv,0.011903489,1
lpv,0.011903489,0
lpv,0.011903489,0
lpv,2.778392671,0
lpv,-2.155640501,0
lpv,0.311376132,0
lpv,0.311376132,1
lpv,0.311376132,1
lpv,0.311376132,0
lpv,0.311376132,1
lpv,0.311376132,0
lpv,0.311376132,0
lpv,0.311376132,0
lpv,0.311376132,1
lpv,0.311376132,1
lpv,0.311376132,0
lpv,0.311376132,0
lpv,0.311376132,1
lpv,0.311376132,0
lpv,0.311376132,0
lpv,0.311376132,0
lpv,2.514560068,0
lpv,-3.112402278,1
lpv,-0.298921034,0
lpv,-0.298921034,1
lpv,-0.298921034,1
lpv,-0.298921034,0
lpv,-0.298921034,0
lpv,-0.298921034,0
lpv,-0.298921034,0
lpv,-0.298921034,0
lpv,-0.298921034,1
lpv,-0.298921034,0
lpv,-0.298921034,0
lpv,-0.298921034,0
lpv,-0.298921034,1
lpv,-0.298921034,0
lpv,-0.298921034,1
lpv,-0.298921034,0
lpv,-0.298921034,0
lpv,-0.298921034,0
lpv,-0.298921034,0
lpv,7.228694314,0
lpv,-6.087912577,0
lpv,0.570390806,0
lpv,0.570390806,1
lpv,0.570390806,1
lpv,0.570390806,0
lpv,0.570390806,0
lpv,0.570390806,1
lpv,0.570390806,1
lpv,0.570390806,1
lpv,0.570390806,1
lpv,0.570390806,1
lpv,0.570390806,1
lpv,0.570390806,0
lpv,0.570390806,0
lpv,0.570390806,0
lpv,0.570390806,0
lpv,0.570390806,1
lpv,0.570390806,1
lpv,0.570390806,1
lpv,7.026746769,1
lpv,-7.697936012,1
lpv,-0.335594466,1
lpv,-0.335594466,0
lpv,-0.335594466,0
lpv,-0.335594466,0
lpv,-0.335594466,1
lpv,-0.335594466,1
lpv,-0.335594466,0
lpv,-0.335594466,0
lpv,-0.335594466,0
lpv,-0.335594466,1
lpv,-0.335594466,0
lpv,-0.335594466,0
lpv,-0.335594466,1
lpv,-0.335594466,0
lpv,-0.335594466,0
lpv,-0.335594466,1
lpv,-0.335594466,0
lpv,-0.335594466,0
lpv,-0.335594466,0
lpv,-0.335594466,1
lpv,-0.335594466,0
lpv,7.652856763,1
lpv,-6.993911495,1
lpv,0.329472733,1
lpv,0.329472733,1
lpv,0.329472733,0
lpv,0.329472733,0
lpv,0.329472733,0
lpv,0.329472733,1
lpv,0.329472733,0
lpv,0.329472733,0
lpv,0.329472733,0
lpv,0.329472733,1
lpv,0.329472733,1
lpv,0.329472733,0
lpv,0.329472733,1
lpv,0.329472733,0
sec8,4.003106644,0
sec8,-4.013504787,0
sec8,-0.005199113,0
sec8,-0.005199113,0
sec8,-0.005199113,0
sec8,-0.005199113,0
sec8,-0.005199113,0
sec8,-0.005199113,1
sec8,-0.005199113,0
sec8,-0.005199113,0
sec8,-0.005199113,1
sec8,-0.005199113,0
sec8,-0.005199113,0
sec8,-0.005199113,0
sec8,-0.005199113,1
sec8,-0.005199113,1
sec8,-0.005199113,0
sec8,3.496870559,1
sec8,-3.899821081,0
sec8,-0.201475155,0
sec8,-0.201475155,0
sec8,-0.201475155,0
sec8,-0.201475155,1
sec8,-0.201475155,1
sec8,-0.201475155,1
sec8,-0.201475155,0
sec8,-0.201475155,0
sec8,-0.201475155,0
sec8,-0.201475155,0
sec8,-0.201475155,1
sec8,-0.201475155,0
sec8,-0.201475155,0
sec8,-0.201475155,0
sec8,3.128161467,0
sec8,-2.619103741,0
sec8,0.25452881,0
sec8,0.25452881,1
sec8,0.25452881,0
sec8,0.25452881,1
sec8,0.25452881,0
sec8,0.25452881,0
sec8,0.25452881,0
sec8,0.25452881,0
sec8,0.25452881,1
sec8,0.25452881,0
sec8,0.25452881,1
sec8,0.25452881,1
sec8,0.25452881,1
sec8,0.25452881,0
sec8,0.25452881,1
sec8,0.25452881,0
sec8,3.235739862,1
sec8,-2.834110952,1
sec8,0.20081442,0
sec8,0.20081442,0
sec8,0.20081442,0
sec8,0.20081442,0
sec8,0.20081442,1
sec8,0.20081442,0
sec8,0.20081442,0
sec8,0.20081442,1
sec8,0.20081442,1
sec8,0.20081442,0
sec8,0.20081442,1
sec8,0.20081442,0
sec8,0.20081442,1
sec8,0.20081442,1
sec8,0.20081442,0
sec8,0.20081442,1
sec8,4.032189296,1
sec8,-5.211014138,1
sec8,-0.589412296,1
sec8,-0.589412296,0
sec8,-0.589412296,1
sec8,-0.589412296,0
sec8,-0.589412296,1
sec8,-0.589412296,0
sec8,-0.589412296,0
sec8,-0.589412296,0
sec8,-0.589412296,1
sec8,-0.589412296,0
sec8,-0.589412296,0
sec8,-0.589412296,1
sec8,-0.589412296,0
sec8,-0.589412296,0
sec8,-0.589412296,1
sec8,-0.589412296,0
sec8,-0.589412296,0
sec8,-0.589412296,0
sec8,-0.589412296,0
sec8,10.05695463,0
sec8,-9.556089033,1
sec8,0.2504328,0
sec8,0.2504328,0
sec8,0.2504328,1
sec8,0.2504328,0
sec8,0.2504328,1
sec8,0.2504328,0
sec8,0.2504328,1
sec8,0.2504328,0
sec8,0.2504328,1
sec8,0.2504328,1
sec8,0.2504328,0
sec8,0.2504328,0
sec8,0.2504328,1
sec8,0.2504328,0
sec8,0.2504328,1
sec8,0.2504328,0
sec8,0.2504328,1
sec8,0.2504328,1
sec8,0.2504328,0
sec8,0.2504328,1
sec8,0.2504328,0
sec8,0.2504328,0
sec8,0.2504328,0
sec8,0.2504328,0
sec8,0.2504328,0
sec8,6.843187518,1
sec8,-8.778871756,0
sec8,-0.967842203,1
sec8,-0.967842203,0
sec8,-0.967842203,1
sec8,-0.967842203,0
sec8,-0.967842203,1
sec8,-0.967842203,0
sec8,-0.967842203,0
sec8,-0.967842203,0
sec8,-0.967842203,0
sec8,-0.967842203,0
sec8,-0.967842203,0
sec8,-0.967842203,1
sec8,-0.967842203,1
sec8,-0.967842203,1
sec8,-0.967842203,1
sec8,-0.967842203,1
lpv,1.620341971,1
lpv,-1.373000655,1
lpv,0.123670715,0
lpv,0.123670715,0
lpv,0.123670715,1
lpv,0.123670715,0
lpv,0.123670715,0
lpv,0.123670715,1
lpv,0.123670715,0
lpv,0.123670715,1
lpv,0.123670715,1
lpv,0.123670715,0
lpv,0.123670715,1
lpv,0.123670715,0
lpv,0.123670715,0
lpv,0.123670715,1
lpv,0.123670715,1
lpv,1.476911074,1
lpv,-1.627452011,0
lpv,-0.07527052,0
lpv,-0.07527052,1
lpv,-0.07527052,1
lpv,-0.07527052,0
lpv,-0.07527052,0
lpv,-0.07527052,0
lpv,-0.07527052,0
lpv,-0.07527052,0
lpv,-0.07527052,0
lpv,-0.07527052,0
lpv,-0.07527052,0
lpv,-0.07527052,0
lpv,-0.07527052,1
lpv,-0.07527052,0
lpv,-0.07527052,1
lpv,-0.07527052,0
lpv,-0.07527052,1
lpv,-0.07527052,0
lpv,-0.07527052,0
lpv,-0.07527052,1
lpv,-0.07527052,1
lpv,1.317694478,0
lpv,-1.736989018,1
lpv,-0.209647213,1
lpv,-0.209647213,0
lpv,-0.209647213,0
lpv,-0.209647213,1
lpv,-0.209647213,0
lpv,-0.209647213,0
lpv,-0.209647213,1
lpv,-0.209647213,0
lpv,-0.209647213,1
lpv,-0.209647213,0
lpv,-0.209647213,0
lpv,-0.209647213,1
lpv,-0.209647213,1
lpv,1.498916196,0
lpv,-1.486918023,1
lpv,0.005999161,0
lpv,0.005999161,0
lpv,0.005999161,0
lpv,0.005999161,1
lpv,0.005999161,0
lpv,0.005999161,1
lpv,0.005999161,0
lpv,0.005999161,0
lpv,0.005999161,1
lpv,0.005999161,1
lpv,0.005999161,0
lpv,0.005999161,0
lpv,0.005999161,1
lpv,0.005999161,1
lpv,0.005999161,1
lpv,0.005999161,1
lpv,2.104258962,1
lpv,-2.021877389,1
lpv,0.041190768,0
lpv,0.041190768,0
lpv,0.041190768,0
lpv,0.041190768,1
lpv,0.041190768,0
lpv,0.041190768,0
lpv,0.041190768,0
lpv,0.041190768,1
lpv,0.041190768,1
lpv,0.041190768,0
lpv,0.041190768,0
lpv,0.041190768,1
lpv,0.041190768,0
lpv,0.041190768,1
lpv,0.041190768,0
lpv,0.041190768,1
lpv,0.041190768,1
lpv,0.041190768,0
lpv,0.041190768,1
lpv,0.041190768,0
lpv,0.041190768,0
lpv,0.041190768,0
lpv,0.041190768,0
lpv,0.041190768,1
lpv,2.362400003,0
lpv,-2.211050465,0
lpv,0.075674712,0
lpv,0.075674712,0
lpv,0.075674712,1
lpv,0.075674712,0
lpv,0.075674712,0
lpv,0.075674712,0
lpv,0.075674712,1
lpv,0.075674712,1
lpv,0.075674712,0
lpv,0.075674712,0
lpv,0.075674712,0
lpv,0.075674712,1
lpv,0.075674712,1
lpv,0.075674712,0
lpv,0.075674712,1
lpv,0.075674712,0
lpv,0.075674712,1
lpv,0.075674712,0
lpv,0.075674712,0
lpv,0.075674712,0
lpv,0.075674712,0
lpv,0.075674712,0
lpv,0.075674712,0
lpv,0.075674712,1
lpv,0.075674712,0
lpv,0.075674712,0
lpv,2.391660089,1
lpv,-2.206185704,0
lpv,0.092737104,0
lpv,0.092737104,0
lpv,0.092737104,1
lpv,0.092737104,0
lpv,0.092737104,1
lpv,0.092737104,1
lpv,0.092737104,0
lpv,0.092737104,0
lpv,0.092737104,1
lpv,0.092737104,1
lpv,0.092737104,1
lpv,0.092737104,1
lpv,0.092737104,0
lpv,0.092737104,1
lpv,0.092737104,0
lpv,0.092737104,0
lpv,0.092737104,1
lpv,0.092737104,1
lpv,0.092737104,1
lpv,0.092737104,0
lpv,0.092737104,1
lpv,2.196463962,1
lpv,-2.256256936,1
lpv,-0.02989647,0
lpv,-0.02989647,0
lpv,-0.02989647,0
lpv,-0.02989647,1
lpv,-0.02989647,1
lpv,-0.02989647,0
lpv,-0.02989647,0
lpv,-0.02989647,0
lpv,-0.02989647,0
lpv,-0.02989647,0
lpv,-0.02989647,0
lpv,-0.02989647,0
lpv,-0.02989647,0
lpv,-0.02989647,0
lpv,-0.02989647,0
lpv,-0.02989647,1
lpv,-0.02989647,1
lpv,2.417494068,0
lpv,-1.87574253,0
lpv,0.270875699,1
lpv,0.270875699,1
lpv,0.270875699,1
lpv,0.270875699,1
lpv,0.270875699,0
lpv,0.270875699,0
lpv,0.270875699,1
lpv,0.270875699,0
lpv,0.270875699,0
lpv,0.270875699,1
lpv,0.270875699,0
lpv,0.270875699,0
lpv,0.270875699,1
lpv,0.270875699,0
lpv,0.270875699,1
lpv,0.270875699,1
lpv,0.270875699,1
lpv,2.339831872,0
lpv,-2.544703307,1
lpv,-0.102435694,1
lpv,-0.102435694,0
lpv,-0.102435694,0
lpv,-0.102435694,0
lpv,-0.102435694,0
lpv,-0.102435694,0
lpv,-0.102435694,0
lpv,-0.102435694,0
lpv,-0.102435694,0
lpv,-0.102435694,0
lpv,-0.102435694,1
lpv,-0.102435694,0
lpv,-0.102435694,1
lpv,-0.102435694,0
lpv,-0.102435694,1
lpv,-0.102435694,1
lpv,2.130348825,1
lpv,-1.868450892,0
lpv,0.130948907,0
lpv,0.130948907,0
lpv,0.130948907,0
lpv,0.130948907,0
lpv,0.130948907,1
lpv,0.130948907,1
lpv,0.130948907,0
lpv,0.130948907,1
lpv,0.130948907,0
lpv,0.130948907,1
lpv,0.130948907,1
lpv,0.130948907,0
lpv,0.130948907,1
lpv,0.130948907,0
lpv,0.130948907,0
lpv,0.130948907,1
lpv,1.767510726,1
lpv,-2.26300834,0
lpv,-0.247748713,1
lpv,-0.247748713,0
lpv,-0.247748713,0
lpv,-0.247748713,1
lpv,-0.247748713,0
lpv,-0.247748713,0
lpv,-0.247748713,0
lpv,-0.247748713,1
lpv,-0.247748713,0
lpv,-0.247748713,0
lpv,-0.247748713,0
lpv,-0.247748713,0
lpv,-0.247748713,0
lpv,-0.247748713,0
lpv,-0.247748713,0
lpv,-0.247748713,0
lpv,-0.247748713,1
lpv,-0.247748713,0
lpv,2.461427557,1
lpv,-2.132144694,0
lpv,0.164641455,1
lpv,0.164641455,1
lpv,0.164641455,1
lpv,0.164641455,1
lpv,0.164641455,0
lpv,0.164641455,1
lpv,0.164641455,0
lpv,0.164641455,0
lpv,0.164641455,0
lpv,0.164641455,0
lpv,0.164641455,0
lpv,0.164641455,1
lpv,0.164641455,0
lpv,0.164641455,1
lpv,0.164641455,0
lpv,0.164641455,0
lpv,0.164641455,0
lpv,0.164641455,0
lpv,0.164641455,0
lpv,0.164641455,0
lpv,0.164641455,0
lpv,0.164641455,0
lpv,0.164641455,0
lpv,0.164641455,0
lpv,2.88553908,0
lpv,-2.79004315,0
lpv,0.0477479,0
lpv,0.0477479,1
lpv,0.0477479,0
lpv,0.0477479,0
lpv,0.0477479,0
lpv,0.0477479,1
lpv,0.0477479,0
lpv,0.0477479,0
lpv,0.0477479,0
lpv,0.0477479,0
lpv,0.0477479,0
lpv,0.0477479,0
lpv,0.0477479,0
lpv,0.0477479,0
lpv,0.0477479,0
lpv,0.0477479,0
lpv,0.0477479,1
lpv,0.0477479,1
lpv,0.0477479,1
lpv,0.0477479,0
lpv,0.0477479,0
lpv,0.0477479,0
lpv,0.0477479,1
lpv,0.0477479,0
lpv,0.0477479,0
lpv,0.0477479,1
lpv,0.0477479,0
lpv,2.841923654,1
lpv,-2.177579963,0
lpv,0.332171916,0
lpv,0.332171916,0
lpv,0.332171916,1
lpv,0.332171916,0
lpv,0.332171916,0
lpv,0.332171916,1
lpv,0.332171916,0
lpv,0.332171916,0
lpv,0.332171916,1
lpv,0.332171916,1
lpv,0.332171916,0
lpv,0.332171916,1
lpv,0.332171916,1
lpv,0.332171916,0
lpv,0.332171916,0
lpv,0.332171916,0
lpv,0.332171916,0
lpv,0.332171916,1
lpv,0.332171916,0
lpv,0.332171916,1
lpv,0.332171916,1
lpv,0.332171916,1
lpv,2.893566007,0
lpv,-3.090123679,1
lpv,-0.098278852,1
lpv,-0.098278852,0
lpv,-0.098278852,0
lpv,-0.098278852,1
lpv,-0.098278852,1
lpv,-0.098278852,0
lpv,-0.098278852,0
lpv,-0.098278852,1
lpv,-0.098278852,1
lpv,-0.098278852,1
lpv,-0.098278852,1
lpv,-0.098278852,0
lpv,-0.098278852,1
lpv,-0.098278852,1
lpv,-0.098278852,0
lpv,-0.098278852,0
lpv,-0.098278852,0
lpv,-0.098278852,0
lpv,3.111128469,1
lpv,-2.792037808,0
lpv,0.159545442,0
lpv,0.159545442,0
lpv,0.159545442,0
lpv,0.159545442,1
lpv,0.159545442,1
lpv,0.159545442,1
lpv,0.159545442,1
lpv,0.159545442,0
lpv,0.159545442,0
lpv,0.159545442,0
lpv,0.159545442,0
lpv,0.159545442,1
lpv,0.159545442,0
lpv,0.159545442,1
lpv,0.159545442,0
lpv,0.159545442,1
lpv,0.159545442,0
lpv,6.606783704,0
lpv,-4.741982589,1
lpv,0.93240081,0
lpv,0.93240081,1
lpv,0.93240081,1
lpv,0.93240081,0
lpv,0.93240081,0
lpv,0.93240081,1
lpv,0.93240081,1
lpv,0.93240081,0
lpv,0.93240081,1
lpv,0.93240081,0
lpv,0.93240081,1
lpv,0.93240081,0
lpv,0.93240081,1
lpv,0.93240081,1
lpv,0.93240081,0
lpv,0.93240081,1
lpv,0.93240081,0
sec8,2.855173495,1
sec8,-3.749553082,1
sec8,-0.447189794,0
sec8,-0.447189794,1
sec8,-0.447189794,1
sec8,-0.447189794,1
sec8,-0.447189794,0
sec8,-0.447189794,0
sec8,-0.447189794,0
sec8,-0.447189794,1
sec8,-0.447189794,1
sec8,-0.447189794,0
sec8,-0.447189794,0
sec8,-0.447189794,1
sec8,-0.447189794,0
sec8,-0.447189794,0
sec8,-0.447189794,0
sec8,-0.447189794,0
sec8,-0.447189794,1
sec8,-0.447189794,0
sec8,-0.447189794,0
sec8,-0.447189794,1
sec8,-0.447189794,0
sec8,-0.447189794,1
sec8,-0.447189794,0
sec8,-0.447189794,0
sec8,-0.447189794,1
sec8,-0.447189794,1
sec8,6.149170804,0
sec8,-6.060331874,0
sec8,0.044419643,0
sec8,0.044419643,1
sec8,0.044419643,1
sec8,0.044419643,1
sec8,0.044419643,1
sec8,0.044419643,1
sec8,0.044419643,1
sec8,0.044419643,0
sec8,0.044419643,0
sec8,0.044419643,0
sec8,0.044419643,0
sec8,0.044419643,0
sec8,0.044419643,0
sec8,0.044419643,0
sec8,0.044419643,0
sec8,6.145954411,0
sec8,-5.306056593,0
sec8,0.419948979,0
sec8,0.419948979,0
sec8,0.419948979,0
sec8,0.419948979,0
sec8,0.419948979,0
sec8,0.419948979,1
sec8,0.419948979,0
sec8,0.419948979,0
sec8,0.419948979,0
sec8,0.419948979,1
sec8,0.419948979,0
sec8,0.419948979,1
sec8,0.419948979,1
sec8,0.419948979,1
sec8,0.419948979,1
sec8,0.419948979,0
sec8,0.419948979,0
sec8,0.419948979,1
sec8,0.419948979,1
sec8,0.419948979,1
sec8,6.486675651,0
sec8,-6.681320728,0
sec8,-0.097322626,0
sec8,-0.097322626,1
sec8,-0.097322626,0
sec8,-0.097322626,0
sec8,-0.097322626,0
sec8,-0.097322626,1
sec8,-0.097322626,0
sec8,-0.097322626,0
sec8,-0.097322626,0
sec8,-0.097322626,0
sec8,-0.097322626,1
sec8,-0.097322626,0
sec8,-0.097322626,0
sec8,-0.097322626,1
sec8,-0.097322626,1
sec8,-0.097322626,1
sec8,-0.097322626,0
sec8,-0.097322626,1
sec8,-0.097322626,0
sec8,-0.097322626,0
sec8,-0.097322626,0
sec8,9.512364242,0
sec8,-11.10576822,1
sec8,-0.796702143,0
sec8,-0.796702143,0
sec8,-0.796702143,0
sec8,-0.796702143,1
sec8,-0.796702143,1
sec8,-0.796702143,1
sec8,-0.796702143,1
sec8,-0.796702143,1
sec8,-0.796702143,0
sec8,-0.796702143,1
sec8,-0.796702143,0
sec8,-0.796702143,1
sec8,-0.796702143,0
sec8,-0.796702143,0
sec8,-0.796702143,0
lpv,3.229456,1
lpv,-3.51048338,1
lpv,-0.140513702,0
lpv,-0.140513702,1
lpv,-0.140513702,1
lpv,-0.140513702,1
lpv,-0.140513702,0
lpv,-0.140513702,0
lpv,-0.140513702,0
lpv,-0.140513702,1
lpv,-0.140513702,0
lpv,-0.140513702,1
lpv,-0.140513702,0
lpv,-0.140513702,0
lpv,-0.140513702,0
lpv,-0.140513702,0
lpv,-0.140513702,1
lpv,-0.140513702,0
lpv,-0.140513702,0
lpv,-0.140513702,1
lpv,-0.140513702,1
lpv,-0.140513702,1
lpv,-0.140513702,1
lpv,-0.140513702,0
lpv,-0.140513702,0
lpv,-0.140513702,0
lpv,-0.140513702,1
lpv,-0.140513702,0
lpv,-0.140513702,0
lpv,-0.140513702,1
lpv,-0.140513702,0
lpv,-0.140513702,0
lpv,-0.140513702,1
lpv,-0.140513702,1
lpv,-0.140513702,1
lpv,2.722939677,0
lpv,-2.550303915,1
lpv,0.08631794,1
lpv,0.08631794,0
lpv,0.08631794,1
lpv,0.08631794,0
lpv,0.08631794,0
lpv,0.08631794,0
lpv,0.08631794,0
lpv,0.08631794,1
lpv,0.08631794,0
lpv,0.08631794,1
lpv,0.08631794,0
lpv,0.08631794,1
lpv,0.08631794,1
lpv,0.08631794,0
lpv,0.08631794,1
lpv,0.08631794,0
lpv,0.08631794,0
lpv,0.08631794,1
lpv,0.08631794,0
lpv,0.08631794,1
lpv,0.08631794,1
lpv,0.08631794,1
lpv,0.08631794,0
lpv,2.761311395,1
lpv,-2.596591461,1
lpv,0.082359973,0
lpv,0.082359973,0
lpv,0.082359973,0
lpv,0.082359973,0
lpv,0.082359973,1
lpv,0.082359973,0
lpv,0.082359973,1
lpv,0.082359973,0
lpv,0.082359973,0
lpv,0.082359973,0
lpv,0.082359973,0
lpv,0.082359973,0
lpv,0.082359973,1
lpv,0.082359973,0
lpv,0.082359973,0
lpv,0.082359973,1
lpv,0.082359973,0
